"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TLZP5MUX","preprint","2020","Neri, Filippo","How to Identify Investor's types in real financial markets by means of agent based simulation","","","","10.48550/arXiv.2101.03127","http://arxiv.org/abs/2101.03127","The paper proposes a computational adaptation of the principles underlying principal component analysis with agent based simulation in order to produce a novel modeling methodology for financial time series and financial markets. Goal of the proposed methodology is to find a reduced set of investor s models (agents) which is able to approximate or explain a target financial time series. As computational testbed for the study, we choose the learning system L FABS which combines simulated annealing with agent based simulation for approximating financial time series. We will also comment on how L FABS s architecture could exploit parallel computation to scale when dealing with massive agent simulations. Two experimental case studies showing the efficacy of the proposed methodology are reported.","2020-12-31","2025-03-27 13:29:14","2025-03-27 13:29:14","2025-03-27 13:29:14","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2101.03127 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/Y9WQY8JX/Neri - 2020 - How to Identify Investor's types in real financial markets by means of agent based simulation.pdf; /Users/jensreil/Zotero/storage/2BWGVNI6/2101.html","","","Computer Science - Computational Engineering, Finance, and Science; Computer Science - Machine Learning; Quantitative Finance - Trading and Market Microstructure","","","","","","","","","","","","","","","","","","","arXiv:2101.03127","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G6QVZVZ","preprint","2019","Philps, Daniel; Garcez, Artur d'Avila; Weyde, Tillman","Making Good on LSTMs' Unfulfilled Promise","","","","10.48550/arXiv.1911.04489","http://arxiv.org/abs/1911.04489","LSTMs promise much to financial time-series analysis, temporal and cross-sectional inference, but we find that they do not deliver in a real-world financial management task. We examine an alternative called Continual Learning (CL), a memory-augmented approach, which can provide transparent explanations, i.e. which memory did what and when. This work has implications for many financial applications including credit, time-varying fairness in decision making and more. We make three important new observations. Firstly, as well as being more explainable, time-series CL approaches outperform LSTMs as well as a simple sliding window learner using feed-forward neural networks (FFNN). Secondly, we show that CL based on a sliding window learner (FFNN) is more effective than CL based on a sequential learner (LSTM). Thirdly, we examine how real-world, time-series noise impacts several similarity approaches used in CL memory addressing. We provide these insights using an approach called Continual Learning Augmentation (CLA) tested on a complex real-world problem, emerging market equities investment decision making. CLA provides a test-bed as it can be based on different types of time-series learners, allowing testing of LSTM and FFNN learners side by side. CLA is also used to test several distance approaches used in a memory recall-gate: Euclidean distance (ED), dynamic time warping (DTW), auto-encoders (AE) and a novel hybrid approach, warp-AE. We find that ED under-performs DTW and AE but warp-AE shows the best overall performance in a real-world financial task.","2019-12-09","2025-03-27 13:29:22","2025-03-27 13:29:22","2025-03-27 13:29:22","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1911.04489 [cs] version: 4","","/Users/jensreil/Zotero/storage/962PQ49H/Philps et al. - 2019 - Making Good on LSTMs' Unfulfilled Promise.pdf; /Users/jensreil/Zotero/storage/8DU5XKTI/1911.html","","","Computer Science - Machine Learning; Quantitative Finance - Computational Finance; Quantitative Finance - Portfolio Management; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1911.04489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5JFCYM4","preprint","2019","Matsunaga, Daiki; Suzumura, Toyotaro; Takahashi, Toshihiro","Exploring Graph Neural Networks for Stock Market Predictions with Rolling Window Analysis","","","","10.48550/arXiv.1909.10660","http://arxiv.org/abs/1909.10660","Recently, there has been a surge of interest in the use of machine learning to help aid in the accurate predictions of financial markets. Despite the exciting advances in this cross-section of finance and AI, many of the current approaches are limited to using technical analysis to capture historical trends of each stock price and thus limited to certain experimental setups to obtain good prediction results. On the other hand, professional investors additionally use their rich knowledge of inter-market and inter-company relations to map the connectivity of companies and events, and use this map to make better market predictions. For instance, they would predict the movement of a certain company's stock price based not only on its former stock price trends but also on the performance of its suppliers or customers, the overall industry, macroeconomic factors and trade policies. This paper investigates the effectiveness of work at the intersection of market predictions and graph neural networks, which hold the potential to mimic the ways in which investors make decisions by incorporating company knowledge graphs directly into the predictive model. The main goal of this work is to test the validity of this approach across different markets and longer time horizons for backtesting using rolling window analysis. In this work, we concentrate on the prediction of individual stock prices in the Japanese Nikkei 225 market over a period of roughly 20 years. For the knowledge graph, we use the Nikkei Value Search data, which is a rich dataset showing mainly supplier relations among Japanese and foreign companies. Our preliminary results show a 29.5% increase and a 2.2-fold increase in the return ratio and Sharpe ratio, respectively, when compared to the market benchmark, as well as a 6.32% increase and 1.3-fold increase, respectively, compared to the baseline LSTM model.","2019-11-27","2025-03-27 13:29:28","2025-03-27 13:29:28","2025-03-27 13:29:28","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1909.10660 [cs] version: 3","","/Users/jensreil/Zotero/storage/M56EJF5F/Matsunaga et al. - 2019 - Exploring Graph Neural Networks for Stock Market Predictions with Rolling Window Analysis.pdf; /Users/jensreil/Zotero/storage/YL4ZUVMX/1909.html","","","Computer Science - Machine Learning; Quantitative Finance - Statistical Finance","","","","","","","","","","","","","","","","","","","arXiv:1909.10660","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J4W2F22","preprint","2017","Kumar, Devinder; Taylor, Graham W.; Wong, Alexander","Opening the Black Box of Financial AI with CLEAR-Trade: A CLass-Enhanced Attentive Response Approach for Explaining and Visualizing Deep Learning-Driven Stock Market Prediction","","","","10.48550/arXiv.1709.01574","http://arxiv.org/abs/1709.01574","Deep learning has been shown to outperform traditional machine learning algorithms across a wide range of problem domains. However, current deep learning algorithms have been criticized as uninterpretable ""black-boxes"" which cannot explain their decision making processes. This is a major shortcoming that prevents the widespread application of deep learning to domains with regulatory processes such as finance. As such, industries such as finance have to rely on traditional models like decision trees that are much more interpretable but less effective than deep learning for complex problems. In this paper, we propose CLEAR-Trade, a novel financial AI visualization framework for deep learning-driven stock market prediction that mitigates the interpretability issue of deep learning methods. In particular, CLEAR-Trade provides a effective way to visualize and explain decisions made by deep stock market prediction models. We show the efficacy of CLEAR-Trade in enhancing the interpretability of stock market prediction by conducting experiments based on S&P 500 stock index prediction. The results demonstrate that CLEAR-Trade can provide significant insight into the decision-making process of deep learning-driven financial models, particularly for regulatory processes, thus improving their potential uptake in the financial industry.","2017-09-05","2025-03-27 13:29:30","2025-03-27 13:29:30","2025-03-27 13:29:30","","","","","","","Opening the Black Box of Financial AI with CLEAR-Trade","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1709.01574 [cs] version: 1","","/Users/jensreil/Zotero/storage/AEK97GWA/Kumar et al. - 2017 - Opening the Black Box of Financial AI with CLEAR-Trade A CLass-Enhanced Attentive Response Approach.pdf; /Users/jensreil/Zotero/storage/RR5L8HT7/1709.html","","","Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1709.01574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22Z63P6X","journalArticle","2022","Theissler, Andreas; Spinnato, Francesco; Schlegel, Udo; Guidotti, Riccardo","Explainable AI for Time Series Classification: A Review, Taxonomy and Research Directions","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3207765","https://ieeexplore.ieee.org/abstract/document/9895252","Time series data is increasingly used in a wide range of fields, and it is often relied on in crucial applications and high-stakes decision-making. For instance, sensors generate time series data to recognize different types of anomalies through automatic decision-making systems. Typically, these systems are realized with machine learning models that achieve top-tier performance on time series classification tasks. Unfortunately, the logic behind their prediction is opaque and hard to understand from a human standpoint. Recently, we observed a consistent increase in the development of explanation methods for time series classification justifying the need to structure and review the field. In this work, we (a) present the first extensive literature review on Explainable AI (XAI) for time series classification, (b) categorize the research field through a taxonomy subdividing the methods into time points-based, subsequences-based and instance-based, and (c) identify open research directions regarding the type of explanations and the evaluation of explanations and interpretability.","2022","2025-04-24 07:41:25","2025-04-24 07:41:31","2025-04-24 07:41:25","100700-100724","","","10","","","Explainable AI for Time Series Classification","","","","","","","","","","","","IEEE Xplore","","","","/Users/jensreil/Zotero/storage/TRNVA72D/Theissler et al. - 2022 - Explainable AI for Time Series Classification A Review, Taxonomy and Research Directions.pdf","","","Artificial intelligence; Data analysis; Data models; Explainable artificial intelligence; interpretable machine learning; Machine learning; temporal data analysis; Time measurement; Time series analysis; time series classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q74WRCH","conferencePaper","2020","Ismail, Aya Abdelsalam; Gunady, Mohamed; Corrada Bravo, Hector; Feizi, Soheil","Benchmarking Deep Learning Interpretability in Time Series Predictions","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper/2020/hash/47a3893cc405396a5c30d91320572d6d-Abstract.html","Saliency methods are used extensively to highlight the importance of input features in model predictions. These methods are mostly used in vision and language tasks, and their applications to time series data is relatively unexplored. In this paper, we set out to extensively compare the performance of various saliency-based interpretability methods across diverse neural architectures, including Recurrent Neural Network, Temporal Convolutional Networks, and Transformers in a new benchmark of synthetic time series data. We propose and report multiple metrics to empirically evaluate the performance of saliency methods for detecting feature importance over time using both precision (i.e., whether identified features contain meaningful signals) and recall (i.e., the number of features with signal identified as important). Through several experiments, we show that (i) in general, network architectures and saliency methods fail to reliably and accurately identify feature importance over time in time series data, (ii) this failure is mainly due to the conflation of time and feature domains, and (iii) the quality of saliency maps can be improved substantially by using our proposed two-step temporal saliency rescaling (TSR) approach that first calculates the importance of each time step before calculating the importance of each feature at a time step.","2020","2025-04-24 07:43:19","2025-04-24 07:43:19","2025-04-24 07:43:19","6441–6452","","","33","","","","","","","","Curran Associates, Inc.","","","","","","","Neural Information Processing Systems","","","","/Users/jensreil/Zotero/storage/JFLZHT6X/Ismail et al. - 2020 - Benchmarking Deep Learning Interpretability in Time Series Predictions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8N7SHG9N","journalArticle","2024","Longo, Luca; Brcic, Mario; Cabitza, Federico; Choi, Jaesik; Confalonieri, Roberto; Ser, Javier Del; Guidotti, Riccardo; Hayashi, Yoichi; Herrera, Francisco; Holzinger, Andreas; Jiang, Richard; Khosravi, Hassan; Lecue, Freddy; Malgieri, Gianclaudio; Páez, Andrés; Samek, Wojciech; Schneider, Johannes; Speith, Timo; Stumpf, Simone","Explainable Artificial Intelligence (XAI) 2.0: A manifesto of open challenges and interdisciplinary research directions","Information Fusion","","1566-2535","10.1016/j.inffus.2024.102301","https://www.sciencedirect.com/science/article/pii/S1566253524000794","Understanding black box models has become paramount as systems based on opaque Artificial Intelligence (AI) continue to flourish in diverse real-world applications. In response, Explainable AI (XAI) has emerged as a field of research with practical and ethical benefits across various domains. This paper highlights the advancements in XAI and its application in real-world scenarios and addresses the ongoing challenges within XAI, emphasizing the need for broader perspectives and collaborative efforts. We bring together experts from diverse fields to identify open problems, striving to synchronize research agendas and accelerate XAI in practical applications. By fostering collaborative discussion and interdisciplinary cooperation, we aim to propel XAI forward, contributing to its continued success. We aim to develop a comprehensive proposal for advancing XAI. To achieve this goal, we present a manifesto of 28 open problems categorized into nine categories. These challenges encapsulate the complexities and nuances of XAI and offer a road map for future research. For each problem, we provide promising research directions in the hope of harnessing the collective intelligence of interested stakeholders.","2024-06-01","2025-04-30 11:16:00","2025-04-30 11:16:03","2025-04-30 11:16:00","102301","","","106","","Information Fusion","Explainable Artificial Intelligence (XAI) 2.0","","","","","","","","","","","","ScienceDirect","","","","/Users/jensreil/Zotero/storage/QAIT7HWV/Longo et al. - 2024 - Explainable Artificial Intelligence (XAI) 2.0 A manifesto of open challenges and interdisciplinary.pdf; /Users/jensreil/Zotero/storage/4BPJRWQ8/S1566253524000794.html","","","Actionable XAI; Causality; Concept-based explanations; Ethical AI; Explainable artificial intelligence; Falsifiability; Generative AI; Interdisciplinarity; Interpretability; Large language models; Manifesto; Multi-faceted explanations; Open challenges; Responsible AI; Trustworthy AI; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KKZRVUP","preprint","2023","Zhao, Ziqi; Shi, Yucheng; Wu, Shushan; Yang, Fan; Song, Wenzhan; Liu, Ninghao","Interpretation of Time-Series Deep Models: A Survey","","","","10.48550/arXiv.2305.14582","http://arxiv.org/abs/2305.14582","Deep learning models developed for time-series associated tasks have become more widely researched nowadays. However, due to the unintuitive nature of time-series data, the interpretability problem -- where we understand what is under the hood of these models -- becomes crucial. The advancement of similar studies in computer vision has given rise to many post-hoc methods, which can also shed light on how to explain time-series models. In this paper, we present a wide range of post-hoc interpretation methods for time-series models based on backpropagation, perturbation, and approximation. We also want to bring focus onto inherently interpretable models, a novel category of interpretation where human-understandable information is designed within the models. Furthermore, we introduce some common evaluation metrics used for the explanations, and propose several directions of future researches on the time-series interpretability problem. As a highlight, our work summarizes not only the well-established interpretation methods, but also a handful of fairly recent and under-developed techniques, which we hope to capture their essence and spark future endeavours to innovate and improvise.","2023-05-23","2025-05-02 12:27:28","2025-05-02 12:27:31","2025-05-02 12:27:28","","","","","","","Interpretation of Time-Series Deep Models","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2305.14582 [cs]","","/Users/jensreil/Zotero/storage/CQYLC7DV/Zhao et al. - 2023 - Interpretation of Time-Series Deep Models A Survey.pdf; /Users/jensreil/Zotero/storage/63AB4SFB/2305.html","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2305.14582","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWJ43GYQ","preprint","2019","Merrick, Luke; Taly, Ankur","The Explanation Game: Explaining Machine Learning Models with Cooperative Game Theory","","","","10.48550/arXiv.1909.08128","http://arxiv.org/abs/1909.08128","Recently, a number of techniques have been proposed to explain a machine learning (ML) model's prediction by attributing it to the corresponding input features. Popular among these are techniques that apply the Shapley value method from cooperative game theory. While existing papers focus on the axiomatic motivation of Shapley values, and efficient techniques for computing them, they do not justify the game formulations used. For instance, we find that the SHAP algorithm's formulation (Lundberg and Lee 2017) may give substantial attributions to features that play no role in a model. In this work, we study the game formulations underpinning several existing methods. Using a series of simple models, we illustrate how their subtle differences can yield large differences in attribution for the same prediction. We then present a general game formulation that unifies existing methods. After discussing the primitive of single-reference games, we decompose the Shapley values of the general game formulation into Shapley values of single-reference games. This is instructive in several ways. First, it enables confidence intervals on estimated attributions, which are not offered by previous works. Second, it enables different contrastive explanations of a prediction through comparison with different groups of reference inputs. We tie this idea to classic work on Norm Theory (Kahneman and Miller 1986) in cognitive psychology, and propose a general framework for generating explanations for ML models, called formulate, approximate, and explain (FAE). We apply this framework to explaining black-box models trained on two UCI datasets and a Lending Club dataset.","2019-09-17","2025-05-08 10:39:24","2025-05-08 10:39:24","2025-05-08 10:39:24","","","","","","","The Explanation Game","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1909.08128 [cs] version: 1","","/Users/jensreil/Zotero/storage/2I4YZKZA/Merrick and Taly - 2019 - The Explanation Game Explaining Machine Learning Models with Cooperative Game Theory.pdf; /Users/jensreil/Zotero/storage/PV3KWPIH/1909.html","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1909.08128","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLU2M83E","journalArticle","2024","Cao, Fanpu; Yang, Shu; Chen, Zhengjian; Liu, Ye; Cui, Laizhong","Ister: Inverted Seasonal-Trend Decomposition Transformer for Explainable Multivariate Time Series Forecasting","","","","","http://arxiv.org/pdf/2412.18798v2","In long-term time series forecasting, Transformerbased models have achieved great success, due to its ability to capture long-range dependencies. However, existing models face challenges in identifying critical components for prediction, leading to limited interpretability and suboptimal performance. To address these issues, we propose the Inverted Seasonal-Trend Decomposition Transformer (Ister), a novel Transformer-based model for multivariate time series forecasting. Ister decomposes time series into seasonal and trend components, further modeling multi-periodicity and inter-series dependencies using a Dual Transformer architecture. We introduce a novel Dot-attention mechanism that improves interpretability, computational efficiency, and predictive accuracy. Comprehensive experiments on benchmark datasets demonstrate that Ister outperforms existing state-of-theart models, achieving up to 10% improvement in MSE. Moreover, Ister enables intuitive visualization of component contributions, shedding lights on model’s decision process and enhancing transparency in prediction results.","2024","2025-07-28 09:56:13","2025-08-18 09:14:03","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/5JIJBS3B/Cao et al. - 2024 - Ister Inverted Seasonal-Trend Decomposition Transformer for Explainable Multivariate Time Series Fo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXICKQ8W","journalArticle","2024","Chakraborty, Sanjay; Delibasoglu, Ibrahim; Heintz, Fredrik","EDformer: Embedded Decomposition Transformer for Interpretable Multivariate Time Series Predictions","","","","","http://arxiv.org/pdf/2412.12227v1","Time series forecasting is a crucial challenge with significant applications in areas such as weather prediction, stock market analysis, and scientific simulations. This paper introduces an embedded decomposed transformer, ’EDformer’, for multivariate time series forecasting tasks. Without altering the fundamental elements, we reuse the Transformer architecture and consider the capable functions of its constituent parts in this work. Edformer first decomposes the input multivariate signal into seasonal and trend components. Next, the prominent multivariate seasonal component is reconstructed across the reverse dimensions, followed by applying the attention mechanism and feed-forward network in the encoder stage. In particular, the feed-forward network is used for each variable frame to learn nonlinear representations, while the attention mechanism uses the time points of individual seasonal series embedded within variate frames to capture multivariate correlations. Therefore, the trend signal is added with projection and performs the final forecasting. The EDformer model obtains state-of-the-art predicting results in terms of accuracy and efficiency on complex real-world time series datasets. This paper also addresses model explainability techniques to provide insights into how the model makes its predictions and why specific features or time steps are important, enhancing the interpretability and trustworthiness of the forecasting results.","2024","2025-07-28 09:56:13","2025-08-18 09:14:24","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/KZU2WP9M/Chakraborty et al. - 2024 - EDformer Embedded Decomposition Transformer for Interpretable Multivariate Time Series Predictions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEAEPKSA","journalArticle","2024","Brüsch, Thea; Wickstrøm, Kristoffer K.; Schmidt, Mikkel N.; Jenssen, Robert; Alstrøm, Tommy S.","FLEXtime: Filterbank learning to explain time series","","","","","http://arxiv.org/pdf/2411.05841v3","State-of-the-art methods for explaining predictions from time series involve learning an instance-wise saliency mask for each time step; however, many types of time series are difficult to interpret in the time domain, due to the inherently complex nature of the data. Instead, we propose to view time series explainability as saliency maps over interpretable parts, leaning on established signal processing methodology on signal decomposition. Specifically, we propose a new method called FLEXtime that uses a bank of bandpass filters to split the time series into frequency bands. Then, we learn the combination of these bands that optimally explains the model’s prediction. Our extensive evaluation shows that, on average, FLEXtime outperforms state-of-the-art explainability methods across a range of datasets. FLEXtime fills an important gap in the current time series explainability methodology and is a valuable tool for a wide range of time series such as EEG and audio. Code is available at https://github.com/theabrusch/FLEXtime.","2024","2025-07-28 09:56:13","2025-08-18 09:14:44","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/ZJJTMNXC/Brüsch et al. - 2024 - FLEXtime Filterbank learning to explain time series.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IC5EDGC","journalArticle","2024","Rezaei, Shahbaz; Liu, Xin","Explanation Space: A New Perspective into Time Series Interpretability","","","","","http://arxiv.org/pdf/2409.01354v3","Human understandable explanation of deep learning models is essential for various critical and sensitive applications. Unlike image or tabular data where the importance of each input feature (for the classifier’s decision) can be directly projected into the input, time series distinguishable features (e.g. dominant frequency) are often hard to manifest in time domain for a user to easily understand. Additionally, most explanation methods require a baseline value as an indication of the absence of any feature. However, the notion of lack of feature, which is often defined as black pixels for vision tasks or zero/mean values for tabular data, is not well-defined in time series. Despite the adoption of explainable AI methods (XAI) from tabular and vision domain into time series domain, these differences limit the application of these XAI methods in practice. In this paper, we propose a simple yet effective method that allows a model originally trained on the time domain to be interpreted in other explanation spaces using existing methods. We suggest five explanation spaces, each of which can potentially alleviate these issues in certain types of time series. Our method can be easily integrated into existing platforms without any changes to trained models or XAI methods. The code will be released upon acceptance.","2024","2025-07-28 09:56:13","2025-08-18 09:15:00","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/L4CLF6BI/Rezaei and Liu - 2024 - Explanation Space A New Perspective into Time Series Interpretability.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSQAVQVR","journalArticle","2024","Brüsch, Thea; Wickstrøm, Kristoffer Knutsen; Schmidt, Mikkel N.; Alstrøm, Tommy Sonne; Jenssen, Robert","FreqRISE: Explaining time series using frequency masking","","","","","http://arxiv.org/pdf/2406.13584v2","Time-series data are fundamentally important for many critical domains such as healthcare, finance, and climate, where explainable models are necessary for safe automated decision making. To develop explainable artificial intelligence in these domains therefore implies explaining salient information in the time series. Current methods for obtaining saliency maps assume localized information in the raw input space. In this paper, we argue that the salient information of a number of time series is more likely to be localized in the frequency domain. We propose FreqRISE, which uses masking-based methods to produce explanations in the frequency and time-frequency domain, and outperforms strong baselines across a number of tasks. The source code is available here: https://github.com/theabrusch/FreqRISE","2024","2025-07-28 09:56:13","2025-08-18 09:15:12","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/3PPJTK4D/Brüsch et al. - 2024 - FreqRISE Explaining time series using frequency masking.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DM4VLWHL","journalArticle","2024","Serramazza, Davide Italo; Nguyen, Thach Le; Ifrim, Georgiana","Improving the Evaluation and Actionability of Explanation Methods for Multivariate Time Series Classification","","","","","http://arxiv.org/pdf/2406.12507v2","Explanation for Multivariate Time Series Classification (MTSC) is an important topic that is under explored. There are very few quantitative evaluation methodologies and even fewer examples of actionable explanation, where the explanation methods are shown to objectively improve specific computational tasks on time series data. In this paper we focus on analyzing InterpretTime, a recent evaluation methodology for attribution methods applied to MTSC. We showcase some significant weaknesses of the original methodology and propose ideas to improve both its accuracy and efficiency. Unlike related work, we go beyond evaluation and also showcase the actionability of the produced explainer ranking, by using the best attribution methods for the task of channel selection in MTSC. We find that perturbation-based methods such as SHAP and Feature Ablation work well across a set of datasets, classifiers and tasks and outperform gradient-based methods. We apply the best ranked explainers to channel selection for MTSC and show significant data size reduction and improved classifier accuracy.","2024","2025-07-28 09:56:13","2025-08-18 09:15:31","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/ELZ9CJDZ/Serramazza et al. - 2024 - Improving the Evaluation and Actionability of Explanation Methods for Multivariate Time Series Class.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVAUV3JX","journalArticle","2024","Xu, Kunpeng; Chen, Lifei; Wang, Shengrui","Kolmogorov-Arnold Networks for Time Series: Bridging Predictive Power and Interpretability","","","","","http://arxiv.org/pdf/2406.02496v1","Kolmogorov-Arnold Networks (KAN) is a groundbreaking model recently proposed by the MIT team, representing a revolutionary approach with the potential to be a game-changer in the field. This innovative concept has rapidly garnered worldwide interest within the AI community. Inspired by the Kolmogorov-Arnold representation theorem, KAN utilizes spline-parametrized univariate functions in place of traditional linear weights, enabling them to dynamically learn activation patterns and significantly enhancing interpretability. In this paper, we explore the application of KAN to time series forecasting and propose two variants: T-KAN and MT-KAN. T-KAN is designed to detect concept drift within time series and can explain the nonlinear relationships between predictions and previous time steps through symbolic regression, making it highly interpretable in dynamically changing environments. MT-KAN, on the other hand, improves predictive performance by effectively uncovering and leveraging the complex relationships among variables in multivariate time series. Experiments validate the effectiveness of these approaches, demonstrating that T-KAN and MT-KAN significantly outperform traditional methods in time series forecasting tasks, not only enhancing predictive accuracy but also improving model interpretability. This research opens new avenues for adaptive forecasting models, highlighting the potential of KAN as a powerful and interpretable tool in predictive analytics.","2024","2025-07-28 09:56:13","2025-08-18 09:15:51","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/VRFZ9SRI/Xu et al. - 2024 - Kolmogorov-Arnold Networks for Time Series Bridging Predictive Power and Interpretability.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPNRFZL9","journalArticle","2024","Oprea, Camelia; Grüne, Mike; Buglowski, Mateusz; Olivier, Lena; Orlikowsky, Thorsten; Kowalewski, Stefan; Schoberer, Mark; Stollenwerk, André","Evaluating the Explainable AI Method Grad-CAM for Breath Classification on Newborn Time Series Data","","","","","http://arxiv.org/pdf/2405.07590v1","With the digitalization of health care systems, artificial intelligence becomes more present in medicine. Especially machine learning shows great potential for complex tasks such as time series classification, usually at the cost of transparency and comprehensibility. This leads to a lack of trust by humans and thus hinders its active usage. Explainable artificial intelligence tries to close this gap by providing insight into the decision-making process, the actual usefulness of its different methods is however unclear. This paper proposes a user study based evaluation of the explanation method Grad-CAM with application to a neural network for the classification of breaths in time series neonatal ventilation data. We present the perceived usefulness of the explainability method by different stakeholders, exposing the difficulty to achieve actual transparency and the wish for more in-depth explanations by many of the participants.","2024","2025-07-28 09:56:13","2025-08-18 09:16:02","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/R39UWMTI/Oprea et al. - 2024 - Evaluating the Explainable AI Method Grad-CAM for Breath Classification on Newborn Time Series Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTEKY4KS","journalArticle","2024","Der, Audrey; Yeh, Chin-Chia Michael; Zheng, Yan; Wang, Junpeng; Zhuang, Zhongfang; Wang, Liang; Zhang, Wei; Keogh, Eamonn J.","PUPAE: Intuitive and Actionable Explanations for Time Series Anomalies","","","","","http://arxiv.org/pdf/2401.09489v1","In recent years there has been significant progress in time series anomaly detection. However, after detecting an (perhaps tentative) anomaly, can we explain it? Such explanations would be useful to triage anomalies. For example, in an oil refinery, should we respond to an anomaly by dispatching a hydraulic engineer, or an intern to replace the battery on a sensor? There have been some parallel efforts to explain anomalies, however many proposed techniques produce explanations that are indirect, and often seem more complex than the anomaly they seek to explain. Our review of the literature/checklists/user-manuals used by frontline practitioners in various domains reveals an interesting near-universal commonality. Most practitioners discuss, explain and report anomalies in the following format: The anomaly would be like normal data A, if not for the corruption B. The reader will appreciate that is a type of counterfactual explanation. In this work we introduce a domain agnostic counterfactual explanation technique to produce explanations for time series anomalies. As we will show, our method can produce both visual and text-based explanations that are objectively correct, intuitive and in many circumstances, directly actionable.","2024","2025-07-28 09:56:13","2025-08-18 09:16:14","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/EV33I3I4/Der et al. - 2024 - PUPAE Intuitive and Actionable Explanations for Time Series Anomalies.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
